sample_id,item_qid,preferred_label,serena_decision,blerina_decision,fabio_decision,serena_category,blerina_category,fabio_category,human_decision_majority,human_category_majority,adjudicated_final_label,adjudicated_final_category,adjudication_notes,llm_decision,llm_eventour_category,llm_confidence,llm_needs_review
ann_0181,Q111082945,Casa Quaroni,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0182,Q115571414,Casa Silva,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0183,Q67507472,Casa degli Emigranti,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0184,Q26258014,Casa dei Botta,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0185,Q26258053,Casa dei Meravigli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0186,Q26258019,Casa dei Morigi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0187,Q99477583,Casa dell'Unione Cooperativa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0188,Q104672470,Casa della Fontana,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0189,Q115571777,Casa di Cicco Simonetta,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0190,Q134889024,Casa natale di Luciano Tajoli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0191,Q127869768,Cascina Boscaiola,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0192,Q70753849,Cascina Caldera,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0193,Q131905409,Cascina Molino del Paradiso,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0194,Q21208478,Cascina Torrette di Trenno,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0195,Q137302223,Cavalcavia Pontinia,exclude,keep_poi,keep_context,,,,,,,,,candidate_exception,,0.72,True
ann_0196,Q21208489,Cenni di Cambiamento,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0197,Q113610836,Centro Bibliografico e di Documentazione della Regione Lombardia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0198,Q3664769,Centro Svizzero,keep_context,exclude,keep_context,,,,keep_context,,,,,candidate_exception,,0.78,True
ann_0199,Q113515447,Centro di Informazione Statistica. Cis Istat,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0200,Q113515461,Centro di documentazione del Centro di forestazione urbana. Italia nostra,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0201,Q113319463,Centro documentazione AGESCI,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0202,Q104467639,Centro studi libertari Archivio Giuseppe Pinelli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0203,Q117184506,"Chiesa della SS. Trinità, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0204,Q117184501,"Chiesa di S. Bartolomeo, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0205,Q117184502,"Chiesa di S. Calimero, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0206,Q117184504,"Chiesa di S. Marco, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0207,Q117184505,"Chiesa di S. Satiro, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0208,Q117184592,"Chiesa di S. Tommaso in S. Ildefonso, Archivio",exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0209,Q111413033,Château Monfort - Relais & Châteaux,exclude,keep_poi,keep_context,,,,,,,,,candidate_exception,,0.78,True
ann_0210,Q55993497,Cinema ABC,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0211,Q55992808,Cinema Abadan,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0212,Q37158189,Cinema Ambasciatori,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0213,Q37158251,Cinema Arcobaleno,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0214,Q37158276,Cinema Ariston,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0215,Q37158320,Cinema Astra,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0216,Q37158340,Cinema Cavour,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0217,Q37158362,Cinema Centrale Multisala,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0218,Q37158387,Cinema Corallo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0219,Q37158407,Cinema De Amicis,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0220,Q37158428,Cinema Excelsior Multisala,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0221,Q112128097,Cinema Maestoso,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0222,Q37158454,Cinema Massimo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0223,Q37158477,Cinema Mediolanum,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0224,Q37158498,Cinema Metropol,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0225,Q37158515,Cinema Missori,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0226,Q37158561,Cinema Pasquirolo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0227,Q55993134,Cinema Tiziano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0228,Q81172616,Cinemeccanica spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0229,Q81172632,Citroen Italia spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0230,Q97159768,Cittadella degli Archivi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0231,Q122840099,CityWave,exclude,keep_poi,keep_context,,,,,,,,,candidate_exception,,0.78,True
ann_0232,Q48808358,Citylife Shopping District,keep_poi,keep_context,exclude,district_streetscape,,,,,,,,candidate_exception,,0.78,True
ann_0233,Q3953247,Civica Scuola di Teatro Paolo Grassi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0234,Q99006501,Civica scuola di musica Claudio Abbado,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0235,Q111878956,Clerici Boutique Hotel,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0236,Q89207768,Clinica Capitanio,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0237,Q89413349,Clinica La Madonnina,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0238,Q134400133,"Club alpino italiano. Sezione di Milano, Milano (MI)",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0239,Q3682941,Collegio Augustinianum,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0240,Q3685968,Conca di Viarenna,keep_poi,keep_poi,keep_poi,special_interest_attraction,urban_landmark,urban_landmark,keep_poi,urban_landmark,,,,candidate_exception,,0.75,True
ann_0241,Q81173027,"Cooperativa Edificatrice Operaia Filippo Corridoni scrl (numero REA 81681 Mi), Milano (MI)",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0242,Q81173033,Cooperativa Farmaceutica srl,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0243,Q136757880,Corte Italia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0244,Q30880894,Cà di Can,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0245,Q81173060,DG Vianini & C. srl,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0246,Q3705804,Derby Club,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0247,Q81173064,Ditta Guenzati snc di Ragno V. e Moretti A.,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0248,Q81173068,Ditta Raimondi di Pettinaroli spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0249,Q111878947,Duomo Hotel & Apartments,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0250,Q113403055,Edificio Sarfatti,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0251,Q81173092,Editoriale Itaca srl,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0252,Q81173123,Edizioni Cond√© Nast Italia spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0253,Q112018375,Elizabeth Lifestyle Hotel,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0254,Q81173180,Else spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0255,Q81173182,Enrico Leuthold ditta individuale,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0256,Q111413072,"Excelsior Hotel Gallia, a Luxury Collection Hotel, Milan",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0257,Q81173201,F.lli Mussi fu Gerolamo srl,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0258,Q130776383,Fabrique,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0259,Q44470963,Feltrinelli Porta Volta,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0260,Q81173220,Fernando Burgo Editore,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0261,Q3744629,Fieramilanocity,exclude,keep_poi,keep_poi,,,urban_landmark,keep_poi,,,,,candidate_exception,,0.78,True
ann_0262,Q81173249,Fondazione Bracco,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0263,Q111413047,Four Seasons Hotel Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0264,Q81173302,Fratelli Freni srl,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0265,Q20008238,Galleria De Cristoforis,keep_context,keep_poi,keep_context,,,,keep_context,,,,,candidate_exception,,0.78,True
ann_0266,Q80826425,Galleria Mazzini,keep_context,keep_poi,keep_context,,,,keep_context,,,,,candidate_exception,,0.78,True
ann_0267,Q21293174,Galleria Meravigli,keep_context,keep_poi,keep_context,,,,keep_context,,,,,candidate_exception,,0.82,True
ann_0268,Q55174674,Galleria Passarella 1-2,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0269,Q131160996,Gambrinus Halle,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0270,Q112044659,Garage Traversi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0271,Q3759354,Gemini Center,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0272,Q81173331,Gianni Accardi Forever sas & C,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0273,Q17494671,Giardino Aldo Protti,exclude,keep_poi,keep_context,,,,,,,,,candidate_exception,,0.0,True
ann_0274,Q55831651,Giax Tower,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0275,Q81173335,Giorgio Armani spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0276,Q58229341,Goethe-Institut Milan,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0277,Q99334306,Grattacieli di Piazza Piemonte,exclude,keep_poi,keep_context,,,,,,,,,candidate_exception,,0.78,True
ann_0278,Q81173380,Harlequin Mondadori spa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0279,Q111123753,Hotel Arco Romana,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.85,True
ann_0280,Q111413055,Hotel Cavour,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.85,True
ann_0281,Q116001229,Hotel Diana,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0282,Q111123726,Hotel Dover,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0283,Q111123725,Hotel Due Giardini,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0284,Q111123744,Hotel Flora,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0285,Q15225814,Hotel Florida,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0286,Q105064166,Hotel Gallia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0287,Q111413060,Hotel Manin,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0288,Q111123727,Hotel Poma Milan,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0289,Q111123722,Hotel RossoVino,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0290,Q111413058,Hotel Sanpi Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0291,Q111123737,Hotel Stradivari,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.86,True
ann_0292,Q111413031,Hotel Vittoria,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0293,Q136164708,Hyatt Centric Milan Centrale,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0294,Q116386446,I Portali,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0295,Q48806168,IBM Studios,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0296,Q29449639,Ippodromo del galoppo di San Siro,keep_poi,keep_poi,keep_poi,urban_landmark,urban_landmark,urban_landmark,keep_poi,urban_landmark,,,,candidate_exception,,0.78,True
ann_0297,Q6082415,Islamic Cultural Institute,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0298,Q123927197,Istituto Italiano di Fotografia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0299,Q2901181,Istituto Marangoni,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0300,Q113639754,Istituto di Ricerche Farmacologiche Mario Negri IRCCS,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0301,Q106434508,Largo Agostiniani Dell'Osservanza,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0302,Q106434533,Largo Alberto Camus,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.77,True
ann_0303,Q106434454,Largo Antonio Ghiringhelli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.73,True
ann_0304,Q106434525,Largo Brasilia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0305,Q106434501,Largo Marco Biagi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0306,Q106434455,Largo Raffaele Mattioli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0307,Q106434528,Largo Settimio Severo,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0308,Q116729926,Legend Club,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0309,Q3268949,Liceo Stendhal,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0310,Q52828516,Liceo classico Emanuela Setti Carraro dalla Chiesa,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0311,Q3832081,Lido di Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0312,Q123094672,MI.C,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0313,Q111878941,Maison Borella,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0314,Q111413041,Maison Milano | UNA Esperienze,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0315,Q111413054,"Mandarin Oriental, Milan",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0316,Q112146989,Mascioni opus 1071,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0317,Q112018381,Matilde Boutique Hotel,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0318,Q28668503,Mausoleo Trivulzio,keep_poi,keep_poi,keep_poi,cemetery_funerary_heritage,,religious_heritage,keep_poi,,,,,candidate_exception,,0.0,True
ann_0319,Q113515489,Mediateca Civica Scuola di Teatro Paolo Grassi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.81,True
ann_0320,Q113319505,Mediateca LEDHA - Biblioteca Multimediale,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0321,Q113515487,Mediateca civica Scuola di Cinema Luchino Visconti,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0322,Q113611867,Mediateca di Fondazione Scuole Civiche di Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0323,Q113515488,Mediateca di Milano Civica Scuola Interpreti e Traduttori,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0324,Q113515474,Mediateca di Milano Civica Scuola di Musica,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0325,Q123385015,Mercato Centrale Milano,keep_poi,keep_context,keep_poi,special_interest_attraction,,district_streetscape,keep_poi,,,,,candidate_exception,,0.78,True
ann_0326,Q37158603,Multisala Cinema Splendor,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0327,Q111413034,NH Collection Milano President,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0328,Q111413074,NYX Hotel Milan by Leonardo Hotels,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0329,Q113092733,Nastroteca MAC,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0330,Q111413050,Nhow Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0331,Q37158646,Orfeo Multisala,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0332,Q116153015,Ospedale Macedonio Melloni,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0333,Q3889354,PalaLido,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0334,Q134584382,Palazzo Berardi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.8,True
ann_0335,Q134583980,Palazzo Bottega Veneta,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0336,Q115728717,Palazzo Fontana Pallavicini,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0337,Q134583697,Palazzo Louis Vuitton,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0338,Q115571220,Palazzo Marliani Sforza,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.8,True
ann_0339,Q134580223,Palazzo Moncler,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0340,Q111413063,Palazzo Parigi Hotel & Grand Spa Milan,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0341,Q130215923,Palazzo Pertusati,exclude,keep_poi,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0342,Q24939065,Palazzo Recalcati Tagliasacchi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0343,Q115728718,Palazzo Ràbia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.79,True
ann_0344,Q138340233,Palazzo San Fedele,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0345,Q25295856,Palazzo Taverna,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0346,Q28668839,Palazzo Tenca,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0347,Q28669491,Palazzo Troubetzkoy,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0348,Q26258054,Palazzo Veronesi,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0349,Q115571533,Palazzo Visconti di Cislago e Somma Lombarda in San Satiro,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0350,Q136720455,Palazzo del Banco di Sicilia (Milano),exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0351,Q134292412,Palazzo della Banca Lombarda,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0352,Q28668073,Palazzo della Cassa di Sovvenzioni ai costruttori,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0353,Q111534347,Palazzo della Veneranda Fabbrica del Duomo,keep_context,exclude,keep_poi,,,historic_architecture,,,,,,candidate_exception,,0.78,True
ann_0354,Q115729623,Palazzo di Gian Giacomo Trivulzio in Rugabella,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0355,Q138679369,Pensionato Universitario Bertoni,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0356,Q56648712,Piazza Eleonora Duse 3,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0357,Q106982718,Piazzale Angelo Moratti,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0358,Q106982714,Piazzale Diego Velasquez,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0359,Q114968397,Plastic,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0360,Q3908117,Ponte delle Gabelle,keep_context,exclude,keep_context,,,,keep_context,,,,,candidate_exception,,0.78,True
ann_0361,Q45250306,Ponte delle Sirenette,keep_poi,exclude,keep_poi,urban_landmark,,district_streetscape,keep_poi,,,,,candidate_exception,,0.78,True
ann_0362,Q3908773,Porta Romana,keep_poi,keep_poi,keep_poi,urban_landmark,urban_landmark,historic_architecture,keep_poi,urban_landmark,,,,candidate_exception,,0.0,True
ann_0363,Q112941553,"Punto di Prestito ""Cascina Turro"" - Biblioteca Comunale Rionale Crescenzago",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0364,Q7269166,Quark Hotel,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0365,Q55100718,Quartiere Baggio I,exclude,keep_context,exclude,,,,exclude,,,,,candidate_exception,,0.76,True
ann_0366,Q55100797,Quartiere IFCP Fabio Filzi,exclude,keep_context,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0367,Q55100698,Quartiere Mangiagalli II,exclude,keep_context,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0368,Q55100745,Quartiere Vialba II,exclude,keep_context,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0369,Q17651730,Quartiere Villa Magentino,exclude,keep_context,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0370,Q16593926,RCS Headquarters,exclude,keep_context,keep_context,,,,keep_context,,,,,candidate_exception,,0.78,True
ann_0371,Q131760691,Ricevitrice Nord AEM,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0372,Q111413044,Room Mate Giulia,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.84,True
ann_0373,Q7367053,Rosa Grand,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0374,Q117184664,"S. Maurizio e Sigismondo (Monastero Maggiore), Archivio",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0375,Q3943517,SDA Bocconi School of Management,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0376,Q113319500,Sala Consultazione Moda. IED - Istituto Europeo di Design,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0377,Q56604893,Sala d'armi,exclude,keep_poi,keep_poi,,,museum_collection,keep_poi,,,,,candidate_exception,,0.0,True
ann_0378,Q113687433,Sala di lettura dell'Amministrazione delle Istituzioni pubbliche di assistenza e beneficenza - IPAB - Istituto geriatrico Piero Redaelli,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0379,Q3266546,Salone Margherita,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0380,Q3949256,Santa Tecla,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0381,Q875862,Scuola Germanica di Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0382,Q1734889,Scuola Svizzera di Milano,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0383,Q3953368,Scuola superiore d'Arte applicata all'Industria del Castello Sforzesco,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0384,Q111878948,Sina The Gray,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0385,Q124408046,Sio Café,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0386,Q62566206,Stazione funebre di Porta Romana,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0387,Q117184659,"Teatro Filodrammatici, Archivio",exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.82,True
ann_0388,Q3982109,Teatro Re,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.0,True
ann_0389,Q65128230,The Corner,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0390,Q136757906,The Sign Palace,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0391,Q123166498,Thetris,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0392,Q110409361,Torre Arcobaleno,keep_poi,exclude,keep_context,public_art,,,,,,,,candidate_exception,,0.78,True
ann_0393,Q16616932,Torre Aria,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.78,True
ann_0394,Q133827113,Torre Bonnet,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
ann_0395,Q123024066,Torre Monforte,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.75,True
ann_0396,Q3995281,Torre Servizi Tecnici Comunali,exclude,exclude,exclude,,,,exclude,,,,,candidate_exception,,0.72,True
