id,latitudine,longitudine,Location,data,ora,temperatura_C,probabilita_precipitazioni,precipitazioni_mm,codice_wmo,velocita_vento_kmh,giorno_notte,descrizione,immagine,categoria,nome_dataset,last_update
137,45.46,9.18,"(45.46, 9.18)",2024-09-07,16:00,25.3,29,0,3,6.4,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
138,45.46,9.18,"(45.46, 9.18)",2024-09-07,17:00,25.2,29,0,3,5.7,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
139,45.46,9.18,"(45.46, 9.18)",2024-09-07,18:00,24.6,30,0,3,4.8,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
140,45.46,9.18,"(45.46, 9.18)",2024-09-07,19:00,23.7,31,0,3,3.7,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
141,45.46,9.18,"(45.46, 9.18)",2024-09-07,20:00,22.7,32,0,3,3.3,0,Cloudy,http://openweathermap.org/img/wn/03n@2x.png,meteo,Open-Meteo,"2024-09-02"
142,45.46,9.18,"(45.46, 9.18)",2024-09-07,21:00,21.9,33,0.2,80,5,0,Light Showers,http://openweathermap.org/img/wn/09n@2x.png,meteo,Open-Meteo,"2024-09-02"
143,45.46,9.18,"(45.46, 9.18)",2024-09-07,22:00,21.1,34,0.2,80,7.1,0,Light Showers,http://openweathermap.org/img/wn/09n@2x.png,meteo,Open-Meteo,"2024-09-02"
144,45.46,9.18,"(45.46, 9.18)",2024-09-07,23:00,20.5,35,0.2,80,8.4,0,Light Showers,http://openweathermap.org/img/wn/09n@2x.png,meteo,Open-Meteo,"2024-09-02"
145,45.46,9.18,"(45.46, 9.18)",2024-09-08,00:00,20.2,36,2.7,95,7.6,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
146,45.46,9.18,"(45.46, 9.18)",2024-09-08,01:00,20,37,2.7,95,7.3,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
147,45.46,9.18,"(45.46, 9.18)",2024-09-08,02:00,19.9,38,2.7,95,8.4,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
148,45.46,9.18,"(45.46, 9.18)",2024-09-08,03:00,19.7,39,3,95,8.9,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
149,45.46,9.18,"(45.46, 9.18)",2024-09-08,04:00,19.5,40,3,95,9.3,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
150,45.46,9.18,"(45.46, 9.18)",2024-09-08,05:00,19.3,41,3,95,9.7,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
151,45.46,9.18,"(45.46, 9.18)",2024-09-08,06:00,19.1,42,2.5,95,9.2,0,Thunderstorm,http://openweathermap.org/img/wn/11n@2x.png,meteo,Open-Meteo,"2024-09-02"
152,45.46,9.18,"(45.46, 9.18)",2024-09-08,07:00,19,43,2.5,95,8.2,1,Thunderstorm,http://openweathermap.org/img/wn/11d@2x.png,meteo,Open-Meteo,"2024-09-02"
153,45.46,9.18,"(45.46, 9.18)",2024-09-08,08:00,19,44,2.5,95,6.9,1,Thunderstorm,http://openweathermap.org/img/wn/11d@2x.png,meteo,Open-Meteo,"2024-09-02"
154,45.46,9.18,"(45.46, 9.18)",2024-09-08,09:00,19,45,3.9,95,5.5,1,Thunderstorm,http://openweathermap.org/img/wn/11d@2x.png,meteo,Open-Meteo,"2024-09-02"
155,45.46,9.18,"(45.46, 9.18)",2024-09-08,10:00,19,45,3.9,95,4.1,1,Thunderstorm,http://openweathermap.org/img/wn/11d@2x.png,meteo,Open-Meteo,"2024-09-02"
156,45.46,9.18,"(45.46, 9.18)",2024-09-08,11:00,19.2,46,3.9,95,2.6,1,Thunderstorm,http://openweathermap.org/img/wn/11d@2x.png,meteo,Open-Meteo,"2024-09-02"
157,45.46,9.18,"(45.46, 9.18)",2024-09-08,12:00,19.7,47,1.1,80,1.8,1,Light Showers,http://openweathermap.org/img/wn/09d@2x.png,meteo,Open-Meteo,"2024-09-02"
158,45.46,9.18,"(45.46, 9.18)",2024-09-08,13:00,20.2,48,1.1,80,3.6,1,Light Showers,http://openweathermap.org/img/wn/09d@2x.png,meteo,Open-Meteo,"2024-09-02"
159,45.46,9.18,"(45.46, 9.18)",2024-09-08,14:00,20.7,48,1.1,80,4.3,1,Light Showers,http://openweathermap.org/img/wn/09d@2x.png,meteo,Open-Meteo,"2024-09-02"
160,45.46,9.18,"(45.46, 9.18)",2024-09-08,15:00,20.9,48,0.3,3,1.8,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
161,45.46,9.18,"(45.46, 9.18)",2024-09-08,16:00,21.1,49,0.3,3,2.2,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
162,45.46,9.18,"(45.46, 9.18)",2024-09-08,17:00,21.2,49,0.3,3,4.4,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
163,45.46,9.18,"(45.46, 9.18)",2024-09-08,18:00,21.1,49,0,3,3,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
164,45.46,9.18,"(45.46, 9.18)",2024-09-08,19:00,21,49,0,3,0.7,1,Cloudy,http://openweathermap.org/img/wn/03d@2x.png,meteo,Open-Meteo,"2024-09-02"
165,45.46,9.18,"(45.46, 9.18)",2024-09-08,20:00,20.7,49,0,3,2.9,0,Cloudy,http://openweathermap.org/img/wn/03n@2x.png,meteo,Open-Meteo,"2024-09-02"
166,45.46,9.18,"(45.46, 9.18)",2024-09-08,21:00,20.2,49,0,2,2.7,0,Partly Cloudy,http://openweathermap.org/img/wn/02n@2x.png,meteo,Open-Meteo,"2024-09-02"
167,45.46,9.18,"(45.46, 9.18)",2024-09-08,22:00,19.7,48,0,2,2.3,0,Partly Cloudy,http://openweathermap.org/img/wn/02n@2x.png,meteo,Open-Meteo,"2024-09-02"
168,45.46,9.18,"(45.46, 9.18)",2024-09-08,23:00,19.2,48,0,2,2.5,0,Partly Cloudy,http://openweathermap.org/img/wn/02n@2x.png,meteo,Open-Meteo,"2024-09-02"
